DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamColor,TeamId,FirstName,LastName,FullName,HeadshotUrl,CountryCode,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,Laps
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,1,2.0,,,,0 days 01:27:25.181000,Finished,25.0,53.0
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,2.0,2,1.0,,,,0 days 00:00:02.545000,Finished,18.0,53.0
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,3.0,3,3.0,,,,0 days 00:00:07.487000,Finished,15.0,53.0
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,4.0,4,4.0,,,,0 days 00:00:16.543000,Finished,12.0,53.0
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,5.0,5,19.0,,,,0 days 00:00:31.016000,Finished,10.0,53.0
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,6.0,6,18.0,,,,0 days 00:01:20.451000,Finished,8.0,53.0
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,7.0,7,7.0,,,,0 days 00:01:38.390000,Finished,6.0,53.0
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,8.0,8,5.0,,,,,+1 Lap,4.0,52.0
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,9.0,9,6.0,,,,,+1 Lap,2.0,52.0
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,10.0,10,8.0,,,,,+1 Lap,1.0,52.0
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,11.0,11,9.0,,,,,+1 Lap,0.0,52.0
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,12.0,12,12.0,,,,,+1 Lap,0.0,52.0
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,13.0,13,10.0,,,,,+1 Lap,0.0,52.0
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,14.0,14,16.0,,,,,+1 Lap,0.0,52.0
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,15.0,15,14.0,,,,,+1 Lap,0.0,52.0
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,16.0,16,15.0,,,,,+2 Laps,0.0,51.0
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,17.0,17,11.0,,,,,+2 Laps,0.0,51.0
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,18.0,18,13.0,,,,,+2 Laps,0.0,51.0
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,19.0,R,17.0,,,,,Brakes,0.0,4.0
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,20.0,R,20.0,,,,,Brakes,0.0,4.0
