Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2022-03-20 14:20:01,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1
2022-03-20 14:30:01,Other,PIT EXIT CLOSED,,,,,,1
2022-03-20 14:45:05,Other,RISK OF RAIN FOR F1 RACE IS 0%,,,,,,1
2022-03-20 14:57:07,Drs,DRS DISABLED,DISABLED,,,,,1
2022-03-20 15:03:35,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1
2022-03-20 15:05:33,Other,TURN 6 INCIDENT INVOLVING CARS 31 (OCO) AND 47 (MSC) NOTED - CAUSING A COLLISION,,,,,,2
2022-03-20 15:06:52,Other,FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 31 (OCO) AND 47 (MSC) UNDER INVESTIGATION - CAUSING A COLLISION,,,,,,3
2022-03-20 15:06:56,Drs,DRS ENABLED,ENABLED,,,,,3
2022-03-20 15:07:37,Other,TURN 4 INCIDENT INVOLVING CARS 18 (STR) AND 4 (NOR) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,,,,,,3
2022-03-20 15:09:32,Other,CAR 4 (NOR) TIME 1:42.279 DELETED - TRACK LIMITS AT TURN 4,,,,,,4
2022-03-20 15:12:20,Other,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 31 (OCO) - CAUSING A COLLISION,,,,,,6
2022-03-20 15:15:07,Other,FIA STEWARDS: TURN 4 INCIDENT INVOLVING CARS 18 (STR) AND 4 (NOR) REVIEWED NO FURTHER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,,,,,,8
2022-03-20 15:18:16,CarEvent,CAR 27 (HUL) OFF TRACK AND CONTINUED AT TURN 1,,,,,27,9
2022-03-20 15:26:50,Flag,YELLOW IN TRACK SECTOR 4,,YELLOW,Sector,4.0,,15
2022-03-20 15:26:51,Other,DRS DISABLED IN ZONE 1,,,,,,15
2022-03-20 15:26:58,Flag,CLEAR IN TRACK SECTOR 4,,CLEAR,Sector,4.0,,15
2022-03-20 15:26:58,Other,DRS ENABLED IN ZONE 1,,,,,,15
2022-03-20 15:45:59,Other,CAR 22 (TSU) TIME 1:40.376 DELETED - TRACK LIMITS AT TURN 4,,,,,,26
2022-03-20 15:49:59,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 18:49:59,,BLUE,Driver,,27,29
2022-03-20 15:51:22,CarEvent,CAR 23 (ALB) OFF TRACK AND CONTINUED AT TURN 10,,,,,23,29
2022-03-20 15:52:13,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 18:52:12,,BLUE,Driver,,27,30
2022-03-20 15:52:28,Flag,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 18:52:28,,BLUE,Driver,,6,30
2022-03-20 15:54:22,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 18:54:21,,BLUE,Driver,,4,31
2022-03-20 15:54:27,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 18:54:26,,BLUE,Driver,,3,31
2022-03-20 15:57:40,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 18:57:40,,BLUE,Driver,,4,33
2022-03-20 15:58:52,Flag,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 18:58:52,,BLUE,Driver,,6,34
2022-03-20 15:59:21,Flag,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 18:59:21,,BLUE,Driver,,6,34
2022-03-20 16:00:41,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 19:00:41,,BLUE,Driver,,27,35
2022-03-20 16:00:44,Other,CAR 44 (HAM) TIME 1:37.593 DELETED - TRACK LIMITS AT TURN 4,,,,,,35
2022-03-20 16:00:59,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 19:00:58,,BLUE,Driver,,27,35
2022-03-20 16:01:06,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 19:01:05,,BLUE,Driver,,4,35
2022-03-20 16:01:23,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 19:01:22,,BLUE,Driver,,3,35
2022-03-20 16:01:53,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 19:01:53,,BLUE,Driver,,3,36
2022-03-20 16:01:55,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 19:01:55,,BLUE,Driver,,4,36
2022-03-20 16:03:40,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 19:03:40,,BLUE,Driver,,23,37
2022-03-20 16:03:56,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 19:03:56,,BLUE,Driver,,23,37
2022-03-20 16:06:00,Flag,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 19:06:00,,BLUE,Driver,,6,38
2022-03-20 16:06:46,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 19:06:46,,BLUE,Driver,,27,39
