Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2020-11-15 09:41:05,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,,1
2020-11-15 09:41:07,Flag,CLEAR IN TRACK SECTOR 4,,CLEAR,Sector,4.0,,1
2020-11-15 09:55:12,Other,RISK OF RAIN FOR THIS SESSION IS 60%,,,,,,1
2020-11-15 10:13:27,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1
2020-11-15 10:13:42,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,,1
2020-11-15 10:13:51,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,1
2020-11-15 10:14:50,Flag,YELLOW IN TRACK SECTOR 11,,YELLOW,Sector,11.0,,1
2020-11-15 10:14:55,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,1
2020-11-15 10:15:04,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,,1
2020-11-15 10:15:09,Flag,YELLOW IN TRACK SECTOR 13,,YELLOW,Sector,13.0,,1
2020-11-15 10:15:11,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,1
2020-11-15 10:15:16,Other,TURN 1 INCIDENT NOTED,,,,,,1
2020-11-15 10:15:38,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,,2
2020-11-15 10:15:49,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,2
2020-11-15 10:18:08,Other,CAR 77 (BOT) TIME 2:03.530 DELETED - TRACK LIMITS AT TURN 1,,,,,,3
2020-11-15 10:18:14,Other,CAR 63 (RUS) TIME 2:09.862 DELETED - TRACK LIMITS AT TURN 1,,,,,,3
2020-11-15 10:18:34,Other,CAR 6 (LAT) TIME 2:12.459 DELETED - TRACK LIMITS AT TURN 1,,,,,,3
2020-11-15 10:20:10,Other,CAR 8 (GRO) TIME 2:04.367 DELETED - TRACK LIMITS AT TURN 1,,,,,,4
