Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 00:00:05.091000,15.9,67.0,991.8,False,28.1,226,2.2
0 days 00:01:05.070000,15.9,66.0,991.7,False,27.6,268,1.5
0 days 00:02:05.094000,15.9,65.0,991.7,False,27.0,291,1.4
0 days 00:03:05.099000,15.9,66.0,991.8,False,27.0,195,1.1
0 days 00:04:05.097000,15.9,64.0,991.8,False,31.0,225,1.9
0 days 00:05:05.092000,15.9,64.0,991.9,True,31.3,206,2.0
0 days 00:06:05.074000,15.8,64.0,991.9,True,31.3,206,2.0
0 days 00:07:05.068000,15.8,67.0,991.8,True,31.0,242,1.1
0 days 00:08:05.083000,15.8,68.0,991.8,True,26.5,254,1.0
0 days 00:09:05.097000,15.8,70.0,991.8,True,26.5,0,0.6
0 days 00:10:05.117000,15.7,70.0,991.9,True,26.6,0,0.7
0 days 00:11:05.125000,15.6,70.0,991.9,True,26.5,327,0.7
0 days 00:12:05.118000,15.5,71.0,991.9,True,26.5,224,0.7
0 days 00:13:05.132000,15.4,75.0,991.9,True,27.6,157,1.0
0 days 00:14:05.117000,15.4,73.0,992.0,True,29.4,238,0.6
0 days 00:15:05.135000,15.4,73.0,992.0,True,29.8,243,1.0
0 days 00:16:05.148000,15.3,73.0,991.9,True,32.2,97,0.9
0 days 00:17:05.145000,15.3,72.0,991.9,False,32.9,236,1.0
0 days 00:18:05.143000,15.3,74.0,991.8,False,34.7,101,0.5
0 days 00:19:05.140000,15.4,72.0,991.9,False,35.2,5,0.7
0 days 00:20:05.160000,15.6,72.0,991.9,False,35.2,255,0.7
0 days 00:21:05.161000,15.8,71.0,991.9,True,34.5,286,0.8
0 days 00:22:05.201000,15.9,73.0,991.9,True,36.4,261,0.7
0 days 00:23:05.202000,16.0,71.0,991.8,False,36.9,225,1.0
0 days 00:24:05.192000,16.1,66.0,991.8,False,36.4,218,1.4
0 days 00:25:05.174000,16.2,67.0,991.8,False,37.1,301,2.0
0 days 00:26:05.190000,16.3,65.0,991.8,False,33.1,132,1.2
0 days 00:27:05.228000,16.2,67.0,991.8,False,31.5,229,1.2
0 days 00:28:05.224000,16.3,65.0,991.9,False,31.5,7,0.9
0 days 00:29:05.258000,16.3,67.0,991.8,False,36.9,219,0.6
0 days 00:30:05.263000,16.4,65.0,991.9,False,36.9,263,2.2
0 days 00:31:05.283000,16.3,62.0,992.0,False,36.9,221,1.1
0 days 00:32:05.283000,16.4,61.0,992.0,False,35.4,222,1.8
0 days 00:33:05.279000,16.1,64.0,991.9,False,35.2,319,1.4
0 days 00:34:05.300000,16.1,63.0,991.9,False,35.2,222,1.0
0 days 00:35:05.290000,16.2,62.0,992.0,False,35.2,213,1.2
0 days 00:36:05.303000,16.2,65.0,992.0,False,35.2,3,0.8
0 days 00:37:05.300000,16.3,64.0,991.9,False,36.4,270,0.7
0 days 00:38:05.319000,16.3,65.0,992.0,False,37.2,194,1.2
0 days 00:39:05.360000,16.2,64.0,991.9,False,36.8,234,1.2
0 days 00:40:05.340000,16.1,66.0,991.9,False,36.5,245,1.0
0 days 00:41:05.317000,16.0,67.0,992.0,False,36.5,258,0.9
0 days 00:42:05.323000,16.1,64.0,992.0,False,36.8,260,1.1
0 days 00:43:05.324000,16.0,65.0,991.9,False,36.8,42,1.0
0 days 00:44:05.330000,16.0,64.0,991.9,False,37.3,0,1.6
0 days 00:45:05.330000,16.1,63.0,992.0,False,37.6,227,0.9
0 days 00:46:05.348000,16.2,64.0,992.0,False,37.9,238,0.8
0 days 00:47:05.343000,16.3,64.0,991.9,False,37.0,189,0.6
0 days 00:48:05.372000,16.3,64.0,991.9,False,33.2,270,0.4
0 days 00:49:05.392000,16.3,63.0,992.0,False,33.0,278,0.7
0 days 00:50:05.392000,16.3,63.0,991.9,False,33.0,209,0.8
0 days 00:51:05.399000,16.3,62.0,992.1,False,33.2,285,1.4
0 days 00:52:05.396000,16.2,64.0,992.0,False,33.0,215,0.9
0 days 00:53:05.420000,16.2,63.0,992.0,False,33.0,259,1.2
0 days 00:54:05.424000,16.1,64.0,992.0,False,33.0,243,1.7
0 days 00:55:05.418000,16.1,63.0,992.0,False,33.0,238,1.8
0 days 00:56:05.444000,16.1,64.0,992.0,False,33.0,233,2.0
0 days 00:57:05.450000,16.1,63.0,992.0,False,33.0,254,1.9
0 days 00:58:05.468000,16.1,64.0,992.0,False,33.0,275,1.6
0 days 00:59:05.476000,16.2,63.0,992.0,False,33.0,215,1.6
0 days 01:00:05.467000,16.2,61.0,991.9,False,33.0,249,1.8
0 days 01:01:05.476000,16.3,62.0,991.9,False,33.0,235,2.0
0 days 01:02:05.493000,16.3,61.0,992.0,False,24.3,237,1.9
0 days 01:03:05.556000,16.3,61.0,991.9,False,24.1,216,2.5
0 days 01:04:05.509000,16.2,60.0,992.0,False,24.0,243,2.2
0 days 01:05:05.511000,16.3,60.0,991.9,False,24.2,209,2.4
0 days 01:06:05.525000,16.2,61.0,992.0,False,24.3,248,2.1
0 days 01:07:05.531000,16.3,61.0,992.0,False,25.4,251,2.1
0 days 01:08:05.539000,16.4,60.0,992.0,False,25.8,241,2.4
0 days 01:09:05.541000,16.4,60.0,992.0,False,26.0,256,1.6
0 days 01:10:05.552000,16.5,61.0,992.0,False,26.1,320,2.0
0 days 01:11:05.539000,16.6,62.0,992.0,False,26.0,240,0.9
0 days 01:12:05.535000,16.8,61.0,992.0,False,25.7,208,1.5
0 days 01:13:05.545000,16.8,62.0,991.9,False,25.6,231,1.7
0 days 01:14:05.565000,16.8,60.0,991.9,False,25.4,243,2.0
0 days 01:15:05.547000,16.7,59.0,991.9,False,25.3,234,2.1
0 days 01:16:05.557000,16.7,61.0,991.8,False,25.2,205,2.1
0 days 01:17:05.584000,16.7,60.0,992.0,False,24.9,240,1.8
0 days 01:18:05.594000,16.6,59.0,991.9,False,24.8,211,2.1
0 days 01:19:05.599000,16.5,60.0,991.9,False,24.6,243,1.2
0 days 01:20:05.646000,16.5,59.0,992.0,False,24.6,187,1.9
0 days 01:21:05.627000,16.5,59.0,991.9,False,24.4,242,1.4
0 days 01:22:05.627000,16.5,60.0,991.9,False,24.3,266,1.4
0 days 01:23:05.646000,16.4,62.0,992.1,False,24.3,242,1.6
0 days 01:24:05.641000,16.5,61.0,992.1,False,24.3,276,1.5
0 days 01:25:05.652000,16.6,60.0,992.1,True,23.9,59,1.6
0 days 01:26:05.639000,16.4,63.0,992.0,True,23.2,103,1.5
0 days 01:27:05.660000,16.2,64.0,992.1,True,22.9,335,1.5
0 days 01:28:05.648000,16.1,67.0,992.2,True,22.5,230,0.7
0 days 01:29:05.647000,15.9,67.0,992.1,True,22.3,299,1.6
0 days 01:30:05.664000,15.6,69.0,992.2,True,22.1,229,1.6
0 days 01:31:05.676000,15.4,68.0,992.2,True,22.1,210,0.9
0 days 01:32:05.714000,15.2,68.0,992.1,True,22.0,266,0.7
0 days 01:33:05.679000,15.2,69.0,992.2,True,22.0,222,1.2
0 days 01:34:05.691000,15.1,68.0,992.2,True,21.9,169,0.8
0 days 01:35:05.725000,15.1,68.0,992.2,True,22.0,251,0.8
0 days 01:36:05.700000,15.1,69.0,992.2,True,22.0,267,0.8
0 days 01:37:05.735000,15.1,67.0,992.3,True,22.0,225,1.0
0 days 01:38:05.749000,15.1,68.0,992.2,True,21.5,116,0.9
0 days 01:39:05.756000,15.1,68.0,992.2,True,21.4,272,0.7
0 days 01:40:05.753000,15.1,68.0,992.3,True,21.2,267,0.6
0 days 01:41:05.769000,15.0,70.0,992.3,True,21.1,141,1.0
0 days 01:42:05.769000,15.0,69.0,992.4,True,21.0,236,0.9
0 days 01:43:05.794000,14.9,71.0,992.5,True,20.9,176,1.1
0 days 01:44:05.797000,14.9,70.0,992.5,True,20.7,240,0.9
0 days 01:45:05.789000,14.9,72.0,992.4,True,20.7,224,1.0
0 days 01:46:05.801000,14.8,73.0,992.4,True,20.7,207,1.7
0 days 01:47:05.794000,14.7,73.0,992.5,True,20.7,240,1.4
0 days 01:48:05.796000,14.6,73.0,992.5,True,20.7,230,1.7
0 days 01:49:05.813000,14.5,73.0,992.5,True,20.7,235,1.6
0 days 01:50:05.843000,14.5,74.0,992.5,True,20.7,224,1.4
0 days 01:51:05.852000,14.6,75.0,992.6,True,21.0,247,0.5
0 days 01:52:05.865000,14.6,76.0,992.6,True,21.2,221,1.6
0 days 01:53:05.879000,14.6,76.0,992.5,True,21.3,218,1.5
0 days 01:54:05.886000,14.5,75.0,992.6,True,21.2,253,1.4
0 days 01:55:05.885000,14.6,75.0,992.5,True,21.2,240,1.7
0 days 01:56:05.895000,14.5,76.0,992.5,True,21.4,232,1.2
0 days 01:57:05.895000,14.6,78.0,992.5,True,22.5,201,1.3
0 days 01:58:05.907000,14.6,77.0,992.5,True,23.8,242,1.8
0 days 01:59:05.921000,14.6,76.0,992.6,True,24.2,237,1.9
0 days 02:00:05.915000,14.6,78.0,992.5,False,24.6,245,1.4
0 days 02:01:05.920000,14.8,75.0,992.4,False,24.6,265,1.2
0 days 02:02:05.931000,15.1,74.0,992.6,False,24.4,196,0.8
0 days 02:03:05.959000,15.2,73.0,992.5,False,24.2,260,2.2
0 days 02:04:05.950000,15.3,76.0,992.5,False,24.2,216,1.1
0 days 02:05:05.955000,15.3,75.0,992.4,False,24.7,233,0.8
0 days 02:06:05.968000,15.2,75.0,992.5,False,25.0,289,1.4
0 days 02:07:06.012000,15.3,75.0,992.5,False,24.9,240,1.6
0 days 02:08:06,15.4,72.0,992.5,True,24.5,215,2.0
0 days 02:09:06.012000,15.4,73.0,992.5,True,24.5,241,2.0
0 days 02:10:06.020000,15.5,73.0,992.5,False,25.0,243,2.0
0 days 02:11:06.021000,15.5,71.0,992.6,False,25.0,246,2.0
0 days 02:12:06.001000,15.6,69.0,992.5,False,24.9,103,0.9
0 days 02:13:06.026000,15.6,71.0,992.5,False,24.9,238,1.1
0 days 02:14:06.052000,15.7,71.0,992.5,False,25.2,232,1.2
0 days 02:15:06.055000,15.7,72.0,992.6,False,25.2,225,1.5
